Driver,Team,GP,Rule_Era,AirTemp_p1,Humidity_p1,Pressure_p1,Rainfall_p1,laptime_sum_sectortimes_p1,LapTimeDiff_p1,Compound_p1,AirTemp_p2,Humidity_p2,Pressure_p2,Rainfall_p2,laptime_sum_sectortimes_p2,LapTimeDiff_p2,Compound_p2,AirTemp_p3,Humidity_p3,Pressure_p3,Rainfall_p3,laptime_sum_sectortimes_p3,LapTimeDiff_p3,Compound_p3,Sprint-Session,AirTemp_sprint_quali,Humidity_sprint_quali,Pressure_sprint_quali,Rainfall_sprint_quali,laptime_sum_sectortimes_sprint_quali,LapTimeDiff_sprint_quali,Compound_sprint_quali,AirTemp_quali,Humidity_quali,Pressure_quali,Rainfall_quali,Compound_quali,Season,Sprint_Race_Era,Sprint_Weekend,race_round,gp_id,Team_Lineage,Type,Direction,Circut_length,Turns,Pace_profile,Flat_out_run,Slow_turns,Medium_turns,High_speed_turns,Turn_density,Complexity_label
HAM,Ferrari,Chinese GP,Active-Aero-Hybrid-Era,13.5,32.2,1028.9,0.0,94.129,1.3880000000000052,SOFT,,,,,,,,,,,,,,,SQ3,15.8,34.0,1026.2,0.0,92.161,0.6410000000000053,SOFT,17.6,34.5,1023.5,0.0,SOFT,2026,2023-2026,1,2,173,Ferrari,Race,Clockwise,5.45,16,Balanced-high speed,1170,4,7,5,2.94,Balanced
BEA,Haas F1 Team,Chinese GP,Active-Aero-Hybrid-Era,13.7,32.0,1028.8,0.0,94.426,1.6850000000000025,SOFT,,,,,,,,,,,,,,,SQ3,15.7,34.5,1026.3,0.0,93.409,1.88900000000001,SOFT,17.6,34.5,1023.5,0.0,SOFT,2026,2023-2026,1,2,173,Haas F1 Team,Race,Clockwise,5.45,16,Balanced-high speed,1170,4,7,5,2.94,Balanced
VER,Red Bull Racing,Chinese GP,Active-Aero-Hybrid-Era,13.6,32.6,1029.0,0.0,94.541,1.7999999999999972,SOFT,,,,,,,,,,,,,,,SQ3,15.8,33.2,1026.3,0.0,93.254,1.7340000000000089,SOFT,17.7,34.5,1023.4,0.0,SOFT,2026,2023-2026,1,2,173,Red Bull Racing,Race,Clockwise,5.45,16,Balanced-high speed,1170,4,7,5,2.94,Balanced
HUL,Audi,Chinese GP,Active-Aero-Hybrid-Era,13.8,32.0,1028.8,0.0,94.639,1.897999999999996,SOFT,,,,,,,,,,,,,,,SQ2,16.8,23.6,1026.4,0.0,93.635,1.3940000000000057,MEDIUM,17.8,35.5,1023.5,0.0,SOFT,2026,2023-2026,1,2,173,Sauber-Alfa Romeo-Kick Sauber-Audi,Race,Clockwise,5.45,16,Balanced-high speed,1170,4,7,5,2.94,Balanced
GAS,Alpine,Chinese GP,Active-Aero-Hybrid-Era,13.5,32.1,1029.0,0.0,94.676,1.9350000000000025,SOFT,,,,,,,,,,,,,,,SQ3,15.8,34.2,1026.2,0.0,92.888,1.3680000000000092,SOFT,17.6,34.5,1023.5,0.0,SOFT,2026,2023-2026,1,2,173,Alpine-Renault,Race,Clockwise,5.45,16,Balanced-high speed,1170,4,7,5,2.94,Balanced
LAW,Racing Bulls,Chinese GP,Active-Aero-Hybrid-Era,13.7,32.6,1028.9,0.0,94.773,2.0319999999999965,SOFT,,,,,,,,,,,,,,,SQ2,16.7,22.8,1026.4,0.0,93.714,1.472999999999999,MEDIUM,17.6,35.1,1023.6,0.0,SOFT,2026,2023-2026,1,2,173,Toro Rosso-AlphaTauri-RB-Racing Bulls,Race,Clockwise,5.45,16,Balanced-high speed,1170,4,7,5,2.94,Balanced
BOR,Audi,Chinese GP,Active-Aero-Hybrid-Era,13.8,31.9,1028.8,0.0,94.828,2.0870000000000037,SOFT,,,,,,,,,,,,,,,SQ2,16.8,23.6,1026.4,0.0,93.774,1.5330000000000013,MEDIUM,17.6,35.0,1023.6,0.0,SOFT,2026,2023-2026,1,2,173,Sauber-Alfa Romeo-Kick Sauber-Audi,Race,Clockwise,5.45,16,Balanced-high speed,1170,4,7,5,2.94,Balanced
HAD,Red Bull Racing,Chinese GP,Active-Aero-Hybrid-Era,14.0,31.1,1028.8,0.0,94.856,2.114999999999995,SOFT,,,,,,,,,,,,,,,SQ3,15.7,34.5,1026.3,0.0,93.723,2.203000000000003,SOFT,17.7,34.5,1023.4,0.0,SOFT,2026,2023-2026,1,2,173,Red Bull Racing,Race,Clockwise,5.45,16,Balanced-high speed,1170,4,7,5,2.94,Balanced
OCO,Haas F1 Team,Chinese GP,Active-Aero-Hybrid-Era,13.5,32.1,1029.0,0.0,94.877,2.135999999999996,SOFT,,,,,,,,,,,,,,,SQ2,16.8,23.3,1026.4,0.0,93.639,1.397999999999996,MEDIUM,17.7,35.2,1023.6,0.0,SOFT,2026,2023-2026,1,2,173,Haas F1 Team,Race,Clockwise,5.45,16,Balanced-high speed,1170,4,7,5,2.94,Balanced
COL,Alpine,Chinese GP,Active-Aero-Hybrid-Era,13.8,31.9,1028.8,0.0,94.947,2.206000000000003,SOFT,,,,,,,,,,,,,,,SQ2,16.7,22.8,1026.4,0.0,94.327,2.0859999999999985,MEDIUM,17.6,34.4,1023.4,0.0,SOFT,2026,2023-2026,1,2,173,Alpine-Renault,Race,Clockwise,5.45,16,Balanced-high speed,1170,4,7,5,2.94,Balanced
ALB,Williams,Chinese GP,Active-Aero-Hybrid-Era,13.7,32.9,1028.9,0.0,95.48,2.7390000000000043,SOFT,,,,,,,,,,,,,,,SQ1,16.8,22.4,1026.5,0.0,95.305,2.2750000000000057,MEDIUM,18.0,33.8,1023.7,0.0,SOFT,2026,2023-2026,1,2,173,Williams,Race,Clockwise,5.45,16,Balanced-high speed,1170,4,7,5,2.94,Balanced
SAI,Williams,Chinese GP,Active-Aero-Hybrid-Era,13.7,32.9,1028.9,0.0,95.679,2.9380000000000024,SOFT,,,,,,,,,,,,,,,SQ1,16.8,22.3,1026.4,0.0,94.761,1.7309999999999943,MEDIUM,18.0,33.8,1023.7,0.0,SOFT,2026,2023-2026,1,2,173,Williams,Race,Clockwise,5.45,16,Balanced-high speed,1170,4,7,5,2.94,Balanced
ALO,Aston Martin,Chinese GP,Active-Aero-Hybrid-Era,13.8,31.9,1028.8,0.0,95.856,3.114999999999995,MEDIUM,,,,,,,,,,,,,,,SQ1,16.7,22.2,1026.6,0.0,95.581,2.551000000000002,MEDIUM,18.0,33.8,1023.6,0.0,SOFT,2026,2023-2026,1,2,173,Force India-Racing Point-Aston Martin,Race,Clockwise,5.45,16,Balanced-high speed,1170,4,7,5,2.94,Balanced
BOT,Cadillac,Chinese GP,Active-Aero-Hybrid-Era,13.7,32.6,1028.9,0.0,96.057,3.3160000000000025,SOFT,,,,,,,,,,,,,,,SQ1,16.8,22.3,1026.4,0.0,97.378,4.347999999999999,MEDIUM,18.0,33.8,1023.6,0.0,SOFT,2026,2023-2026,1,2,173,Cadillac,Race,Clockwise,5.45,16,Balanced-high speed,1170,4,7,5,2.94,Balanced
STR,Aston Martin,Chinese GP,Active-Aero-Hybrid-Era,13.7,32.0,1028.8,0.0,97.224,4.483000000000004,MEDIUM,,,,,,,,,,,,,,,SQ1,16.7,22.2,1026.6,0.0,96.151,3.120999999999995,MEDIUM,18.0,33.8,1023.6,0.0,SOFT,2026,2023-2026,1,2,173,Force India-Racing Point-Aston Martin,Race,Clockwise,5.45,16,Balanced-high speed,1170,4,7,5,2.94,Balanced
LIN,Racing Bulls,Chinese GP,Active-Aero-Hybrid-Era,12.8,38.1,1030.0,0.0,97.896,5.155000000000001,MEDIUM,,,,,,,,,,,,,,,SQ2,16.8,23.3,1026.4,0.0,94.048,1.8070000000000024,MEDIUM,17.6,35.0,1023.6,0.0,SOFT,2026,2023-2026,1,2,173,Toro Rosso-AlphaTauri-RB-Racing Bulls,Race,Clockwise,5.45,16,Balanced-high speed,1170,4,7,5,2.94,Balanced
PER,Cadillac,Chinese GP,Active-Aero-Hybrid-Era,12.6,39.0,1030.0,0.0,99.2,6.459000000000003,MEDIUM,,,,,,,,,,,,,,,,,,,,,,,18.0,33.8,1023.6,0.0,SOFT,2026,2023-2026,0,2,173,Cadillac,Race,Clockwise,5.45,16,Balanced-high speed,1170,4,7,5,2.94,Balanced
LEC,Ferrari,Hungarian GP,Active-Aero-Hybrid-Era,23.1,29.8,985.8,0.0,79.075,0.0,SOFT,23.7,29.0,985.9,0.0,78.877,0.1479999999999961,SOFT,25.2,27.6,985.7,0.0,78.291,0.3519999999999896,SOFT,,,,,,,,,26.6,23.8,984.2,0.0,SOFT,2026,2023-2026,0,11,181,Ferrari,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
VER,Red Bull Racing,Hungarian GP,Active-Aero-Hybrid-Era,23.4,29.8,985.9,0.0,79.559,0.4839999999999946,SOFT,23.4,30.0,985.9,0.0,79.42099999999999,0.6919999999999931,SOFT,25.1,28.6,985.8,0.0,78.656,0.7169999999999987,SOFT,,,,,,,,,26.6,23.8,984.1,0.0,SOFT,2026,2023-2026,0,11,181,Red Bull Racing,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
HAM,Ferrari,Hungarian GP,Active-Aero-Hybrid-Era,23.1,29.0,985.9,0.0,79.618,0.5429999999999922,SOFT,23.7,30.2,986.0,0.0,78.729,0.0,SOFT,25.2,27.6,985.7,0.0,78.056,0.1169999999999902,SOFT,,,,,,,,,26.6,23.8,984.2,0.0,SOFT,2026,2023-2026,0,11,181,Ferrari,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
HAD,Red Bull Racing,Hungarian GP,Active-Aero-Hybrid-Era,23.1,29.8,985.8,0.0,79.997,0.921999999999997,SOFT,23.4,30.0,985.9,0.0,79.80000000000001,1.0710000000000122,SOFT,25.5,28.4,985.6,0.0,78.943,1.003999999999991,SOFT,,,,,,,,,26.6,23.8,984.1,0.0,SOFT,2026,2023-2026,0,11,181,Red Bull Racing,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
RUS,Mercedes,Hungarian GP,Active-Aero-Hybrid-Era,23.5,29.3,985.8,0.0,80.066,0.9909999999999995,SOFT,23.4,30.0,985.9,0.0,79.662,0.9330000000000068,SOFT,25.7,28.0,985.7,0.0,78.541,0.6019999999999897,SOFT,,,,,,,,,26.6,23.8,984.2,0.0,SOFT,2026,2023-2026,0,11,181,Mercedes,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
BOR,Audi,Hungarian GP,Active-Aero-Hybrid-Era,23.1,29.0,985.9,0.0,80.36,1.2849999999999966,SOFT,23.7,30.2,986.0,0.0,80.47399999999999,1.7449999999999903,SOFT,24.6,28.0,985.7,0.0,79.338,1.3989999999999867,SOFT,,,,,,,,,26.8,23.9,984.2,0.0,SOFT,2026,2023-2026,0,11,181,Sauber-Alfa Romeo-Kick Sauber-Audi,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
HUL,Audi,Hungarian GP,Active-Aero-Hybrid-Era,23.1,29.0,985.9,0.0,80.62299999999999,1.5479999999999876,SOFT,23.4,30.5,985.9,0.0,80.125,1.3960000000000008,SOFT,25.1,29.1,985.7,0.0,79.16,1.2209999999999894,SOFT,,,,,,,,,26.6,23.2,984.1,0.0,SOFT,2026,2023-2026,0,11,181,Sauber-Alfa Romeo-Kick Sauber-Audi,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
LIN,Racing Bulls,Hungarian GP,Active-Aero-Hybrid-Era,23.1,30.1,985.9,0.0,80.75999999999999,1.684999999999988,SOFT,23.3,31.0,985.9,0.0,80.253,1.524000000000001,SOFT,25.5,28.4,985.6,0.0,79.895,1.9559999999999889,SOFT,,,,,,,,,26.6,23.8,984.1,0.0,SOFT,2026,2023-2026,0,11,181,Toro Rosso-AlphaTauri-RB-Racing Bulls,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
LAW,Racing Bulls,Hungarian GP,Active-Aero-Hybrid-Era,23.1,30.1,985.9,0.0,80.866,1.7909999999999968,SOFT,23.3,31.0,985.9,0.0,80.041,1.3119999999999976,SOFT,25.2,27.6,985.7,0.0,79.088,1.1489999999999867,SOFT,,,,,,,,,26.8,23.3,984.1,0.0,SOFT,2026,2023-2026,0,11,181,Toro Rosso-AlphaTauri-RB-Racing Bulls,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
NOR,McLaren,Hungarian GP,Active-Aero-Hybrid-Era,23.1,29.6,985.9,0.0,81.024,1.948999999999998,SOFT,23.5,30.0,985.9,0.0,79.22800000000001,0.4990000000000094,SOFT,25.2,27.6,985.7,0.0,77.93900000000001,0.0,SOFT,,,,,,,,,26.5,23.4,984.1,0.0,SOFT,2026,2023-2026,0,11,181,McLaren,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
OCO,Haas F1 Team,Hungarian GP,Active-Aero-Hybrid-Era,23.6,28.0,985.8,0.0,81.051,1.975999999999999,SOFT,23.4,30.5,985.9,0.0,80.557,1.828000000000003,SOFT,25.7,28.0,985.7,0.0,80.295,2.3559999999999945,SOFT,,,,,,,,,26.8,23.3,984.1,0.0,SOFT,2026,2023-2026,0,11,181,Haas F1 Team,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
ALO,Aston Martin,Hungarian GP,Active-Aero-Hybrid-Era,23.4,28.9,985.9,0.0,81.55000000000001,2.4750000000000085,SOFT,23.7,29.0,985.9,0.0,81.348,2.619,SOFT,25.1,28.6,985.8,0.0,80.393,2.453999999999993,SOFT,,,,,,,,,26.8,23.6,984.2,0.0,SOFT,2026,2023-2026,0,11,181,Force India-Racing Point-Aston Martin,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
GAS,Alpine,Hungarian GP,Active-Aero-Hybrid-Era,23.4,28.9,985.9,0.0,81.70400000000001,2.629000000000005,SOFT,23.7,29.7,986.0,0.0,80.816,2.0870000000000037,SOFT,25.2,28.0,985.7,0.0,79.723,1.7839999999999918,SOFT,,,,,,,,,26.8,23.3,984.1,0.0,SOFT,2026,2023-2026,0,11,181,Alpine-Renault,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
ALB,Williams,Hungarian GP,Active-Aero-Hybrid-Era,23.1,29.6,986.0,0.0,81.819,2.744,SOFT,23.4,30.0,985.9,0.0,80.973,2.244,SOFT,25.1,28.6,985.8,0.0,80.623,2.683999999999997,SOFT,,,,,,,,,27.0,23.0,984.3,0.0,SOFT,2026,2023-2026,0,11,181,Williams,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
PER,Cadillac,Hungarian GP,Active-Aero-Hybrid-Era,23.1,29.0,985.9,0.0,82.089,3.013999999999996,SOFT,23.4,30.0,985.9,0.0,81.792,3.0630000000000024,SOFT,,,,,,,,,,,,,,,,27.0,23.4,984.1,0.0,SOFT,2026,2023-2026,0,11,181,Cadillac,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
STR,Aston Martin,Hungarian GP,Active-Aero-Hybrid-Era,22.9,31.4,985.9,0.0,83.471,4.396000000000001,HARD,,,,,,,,24.6,28.0,985.7,0.0,80.93299999999999,2.9939999999999856,SOFT,,,,,,,,,27.0,22.7,984.3,0.0,SOFT,2026,2023-2026,0,11,181,Force India-Racing Point-Aston Martin,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
SAI,Williams,Hungarian GP,Active-Aero-Hybrid-Era,22.9,30.8,985.9,0.0,83.73400000000001,4.659000000000006,MEDIUM,23.4,30.0,985.9,0.0,81.426,2.6970000000000027,SOFT,26.0,27.8,985.6,0.0,80.66,2.720999999999989,SOFT,,,,,,,,,27.0,23.0,984.3,0.0,SOFT,2026,2023-2026,0,11,181,Williams,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
ANT,Mercedes,Hungarian GP,Active-Aero-Hybrid-Era,,,,,,,,23.6,30.5,985.8,0.0,80.69300000000001,1.9640000000000128,MEDIUM,25.7,28.0,985.7,0.0,78.068,0.1289999999999906,SOFT,,,,,,,,,26.5,23.4,984.1,0.0,SOFT,2026,2023-2026,0,11,181,Mercedes,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
COL,Alpine,Hungarian GP,Active-Aero-Hybrid-Era,,,,,,,,23.9,30.3,985.8,0.0,82.105,3.3760000000000048,MEDIUM,25.7,28.0,985.7,0.0,80.055,2.116,SOFT,,,,,,,,,26.8,23.3,984.1,0.0,SOFT,2026,2023-2026,0,11,181,Alpine-Renault,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
BOT,Cadillac,Hungarian GP,Active-Aero-Hybrid-Era,,,,,,,,23.7,29.7,986.0,0.0,81.442,2.712999999999994,SOFT,25.3,28.0,985.8,0.0,81.299,3.3599999999999994,SOFT,,,,,,,,,27.0,23.4,984.1,0.0,SOFT,2026,2023-2026,0,11,181,Cadillac,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
PIA,McLaren,Hungarian GP,Active-Aero-Hybrid-Era,,,,,,,,23.7,29.0,985.9,0.0,80.101,1.372,SOFT,25.2,27.6,985.7,0.0,78.438,0.4989999999999952,SOFT,,,,,,,,,26.6,23.8,984.1,0.0,SOFT,2026,2023-2026,0,11,181,McLaren,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
BEA,Haas F1 Team,Hungarian GP,Active-Aero-Hybrid-Era,,,,,,,,23.7,29.0,986.0,0.0,80.95,2.221000000000004,SOFT,26.0,27.8,985.6,0.0,80.312,2.3729999999999905,SOFT,,,,,,,,,27.0,23.4,984.1,0.0,SOFT,2026,2023-2026,0,11,181,Haas F1 Team,Race,Clockwise,4.38,14,Low-speed,900,5,7,2,3.2,Balanced
RUS,Mercedes,Japanese GP,Active-Aero-Hybrid-Era,16.4,50.7,1008.4,0.0,91.666,0.0,SOFT,17.5,41.7,1006.2,0.0,90.338,0.2049999999999983,SOFT,16.2,52.3,1010.1,0.0,89.616,0.2539999999999907,SOFT,,,,,,,,,16.4,51.9,1008.6,0.0,SOFT,2026,2023-2026,0,3,174,Mercedes,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
ANT,Mercedes,Japanese GP,Active-Aero-Hybrid-Era,16.3,50.5,1008.4,0.0,91.692,0.0259999999999962,SOFT,17.2,43.0,1006.2,0.0,90.225,0.0919999999999987,SOFT,16.2,52.3,1010.1,0.0,89.36200000000001,0.0,SOFT,,,,,,,,,16.4,51.9,1008.6,0.0,SOFT,2026,2023-2026,0,3,174,Mercedes,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
NOR,McLaren,Japanese GP,Active-Aero-Hybrid-Era,16.1,50.5,1008.0,0.0,91.798,0.132000000000005,SOFT,17.1,48.6,1006.3,0.0,90.649,0.5160000000000053,SOFT,16.5,51.3,1010.0,0.0,90.6,1.2379999999999851,SOFT,,,,,,,,,16.4,51.9,1008.6,0.0,SOFT,2026,2023-2026,0,3,174,McLaren,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
PIA,McLaren,Japanese GP,Active-Aero-Hybrid-Era,16.2,50.1,1008.1,0.0,91.865,0.198999999999998,SOFT,17.1,43.2,1006.2,0.0,90.133,0.0,SOFT,16.2,52.3,1010.1,0.0,90.364,1.0019999999999951,SOFT,,,,,,,,,16.5,52.4,1008.7,0.0,SOFT,2026,2023-2026,0,3,174,McLaren,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
LEC,Ferrari,Japanese GP,Active-Aero-Hybrid-Era,16.1,50.5,1008.1,0.0,91.955,0.2890000000000015,SOFT,17.4,43.9,1006.2,0.0,90.846,0.7130000000000081,SOFT,15.9,55.7,1010.3,0.0,90.229,0.8669999999999902,SOFT,,,,,,,,,16.3,55.4,1008.7,0.0,SOFT,2026,2023-2026,0,3,174,Ferrari,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
HAM,Ferrari,Japanese GP,Active-Aero-Hybrid-Era,16.1,50.7,1008.2,0.0,92.04,0.3740000000000094,SOFT,17.3,45.7,1006.2,0.0,90.98,0.8470000000000084,SOFT,16.4,51.1,1010.1,0.0,90.38299999999998,1.0209999999999724,SOFT,,,,,,,,,16.5,52.4,1008.7,0.0,SOFT,2026,2023-2026,0,3,174,Ferrari,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
VER,Red Bull Racing,Japanese GP,Active-Aero-Hybrid-Era,16.3,50.5,1008.4,0.0,92.457,0.7909999999999968,SOFT,17.6,42.0,1006.1,0.0,91.509,1.3760000000000048,SOFT,16.3,52.3,1010.0,0.0,90.91,1.5479999999999876,SOFT,,,,,,,,,16.7,46.1,1008.6,0.0,SOFT,2026,2023-2026,0,3,174,Red Bull Racing,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
LAW,Racing Bulls,Japanese GP,Active-Aero-Hybrid-Era,16.3,49.9,1008.2,0.0,92.529,0.8629999999999995,SOFT,17.4,42.8,1006.2,0.0,91.59,1.4570000000000078,SOFT,16.6,52.3,1010.0,0.0,91.097,1.7349999999999852,SOFT,,,,,,,,,16.7,47.9,1008.7,0.0,SOFT,2026,2023-2026,0,3,174,Toro Rosso-AlphaTauri-RB-Racing Bulls,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
OCO,Haas F1 Team,Japanese GP,Active-Aero-Hybrid-Era,16.2,49.2,1008.0,0.0,92.601,0.9350000000000024,SOFT,17.4,43.5,1006.2,0.0,91.532,1.399000000000001,SOFT,16.5,51.3,1010.0,0.0,91.326,1.9639999999999844,SOFT,,,,,,,,,16.7,46.1,1008.6,0.0,SOFT,2026,2023-2026,0,3,174,Haas F1 Team,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
LIN,Racing Bulls,Japanese GP,Active-Aero-Hybrid-Era,16.1,49.9,1008.1,0.0,92.665,0.9990000000000094,SOFT,,,,,,,,15.9,55.7,1010.3,0.0,91.288,1.925999999999988,SOFT,,,,,,,,,16.3,55.4,1008.7,0.0,SOFT,2026,2023-2026,0,3,174,Toro Rosso-AlphaTauri-RB-Racing Bulls,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
BOR,Audi,Japanese GP,Active-Aero-Hybrid-Era,16.1,50.6,1008.1,0.0,92.759,1.0930000000000035,SOFT,16.6,50.0,1006.4,0.0,91.933,1.8000000000000114,SOFT,16.3,53.3,1010.0,0.0,91.0,1.637999999999991,SOFT,,,,,,,,,16.3,55.8,1008.7,0.0,SOFT,2026,2023-2026,0,3,174,Sauber-Alfa Romeo-Kick Sauber-Audi,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
HUL,Audi,Japanese GP,Active-Aero-Hybrid-Era,16.7,50.8,1008.4,0.0,92.798,1.132000000000005,SOFT,17.5,44.0,1006.1,0.0,91.441,1.308000000000007,SOFT,16.2,52.5,1010.1,0.0,90.658,1.2959999999999925,SOFT,,,,,,,,,16.7,46.1,1008.6,0.0,SOFT,2026,2023-2026,0,3,174,Sauber-Alfa Romeo-Kick Sauber-Audi,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
HAD,Red Bull Racing,Japanese GP,Active-Aero-Hybrid-Era,16.3,50.4,1008.4,0.0,92.803,1.1370000000000005,SOFT,17.6,42.0,1006.1,0.0,91.759,1.6260000000000048,SOFT,16.4,54.4,1010.1,0.0,91.094,1.731999999999985,SOFT,,,,,,,,,16.5,52.4,1008.7,0.0,SOFT,2026,2023-2026,0,3,174,Red Bull Racing,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
BEA,Haas F1 Team,Japanese GP,Active-Aero-Hybrid-Era,16.5,50.5,1008.4,0.0,92.9,1.2340000000000089,SOFT,17.4,43.5,1006.2,0.0,91.498,1.365000000000009,SOFT,16.1,54.6,1010.4,0.0,91.558,2.195999999999998,MEDIUM,,,,,,,,,16.6,46.9,1008.7,0.0,SOFT,2026,2023-2026,0,3,174,Haas F1 Team,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
GAS,Alpine,Japanese GP,Active-Aero-Hybrid-Era,16.1,50.7,1008.2,0.0,92.978,1.3119999999999976,SOFT,17.3,46.0,1006.2,0.0,91.734,1.600999999999999,SOFT,16.7,52.0,1009.9,0.0,91.082,1.7199999999999849,SOFT,,,,,,,,,16.3,55.4,1008.7,0.0,SOFT,2026,2023-2026,0,3,174,Alpine-Renault,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
COL,Alpine,Japanese GP,Active-Aero-Hybrid-Era,16.2,49.2,1008.1,0.0,93.361,1.6950000000000074,SOFT,17.6,42.0,1006.1,0.0,92.438,2.305000000000007,SOFT,16.9,51.2,1009.9,0.0,91.759,2.396999999999992,SOFT,,,,,,,,,16.7,47.9,1008.7,0.0,SOFT,2026,2023-2026,0,3,174,Alpine-Renault,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
SAI,Williams,Japanese GP,Active-Aero-Hybrid-Era,16.7,49.3,1008.5,0.0,93.383,1.7169999999999987,MEDIUM,17.6,42.0,1006.1,0.0,91.608,1.4750000000000083,SOFT,16.3,52.3,1010.0,0.0,91.829,2.4669999999999845,SOFT,,,,,,,,,16.7,47.9,1008.7,0.0,SOFT,2026,2023-2026,0,3,174,Williams,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
ALB,Williams,Japanese GP,Active-Aero-Hybrid-Era,16.2,49.7,1008.0,0.0,93.697,2.031000000000006,SOFT,17.6,42.0,1006.1,0.0,91.496,1.3629999999999995,SOFT,16.4,51.1,1010.1,0.0,91.733,2.370999999999995,SOFT,,,,,,,,,16.6,46.9,1008.7,0.0,SOFT,2026,2023-2026,0,3,174,Williams,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
PER,Cadillac,Japanese GP,Active-Aero-Hybrid-Era,16.5,50.5,1008.4,0.0,94.221,2.555000000000007,SOFT,17.3,45.1,1006.2,0.0,93.689,3.5559999999999974,SOFT,16.4,51.1,1010.1,0.0,92.54,3.1779999999999973,SOFT,,,,,,,,,16.6,46.9,1008.7,0.0,SOFT,2026,2023-2026,0,3,174,Cadillac,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
BOT,Cadillac,Japanese GP,Active-Aero-Hybrid-Era,16.1,49.9,1008.1,0.0,94.49,2.823999999999998,SOFT,17.3,44.0,1006.2,0.0,92.615,2.4819999999999998,SOFT,16.5,51.3,1010.0,0.0,92.503,3.140999999999991,SOFT,,,,,,,,,16.5,47.4,1008.7,0.0,SOFT,2026,2023-2026,0,3,174,Cadillac,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
STR,Aston Martin,Japanese GP,Active-Aero-Hybrid-Era,16.3,49.0,1008.0,0.0,95.294,3.628,SOFT,17.0,48.2,1006.3,0.0,93.951,3.817999999999998,SOFT,16.4,54.4,1010.1,0.0,93.485,4.122999999999991,SOFT,,,,,,,,,16.6,51.3,1008.7,0.0,SOFT,2026,2023-2026,0,3,174,Force India-Racing Point-Aston Martin,Race,Figure-eight,5.81,18,Very high-speed,1200,2,7,9,3.1,Balanced
